id,crime_date,area,crime_type,latitude,longitude,risk_level,source,status,description,created_at
233,2024-11-05,"Bahria Town Lahore",Robbery,31.398147,74.186705,Medium,public,unverified,,"2025-08-10 20:45:05"
234,2024-09-16,"Wapda Town","Street Crime",31.468163,74.290574,Medium,public,unverified,,"2025-08-10 20:45:05"
235,2024-05-28,"DHA Phase 4",Burglary,31.465341,74.395603,Medium,public,unverified,,"2025-08-10 20:45:05"
236,2024-11-21,"DHA Phase 4",Robbery,31.466810,74.396807,Medium,public,unverified,,"2025-08-10 20:45:05"
237,2024-06-19,Sabzazar,"Street Crime",31.481538,74.280740,Medium,public,unverified,,"2025-08-10 20:45:05"
238,2024-07-25,Gulberg,Burglary,31.520090,74.341839,Medium,public,verified,,"2025-08-10 20:45:05"
239,2024-03-16,"Garden Town","Vehicle Theft",31.490960,74.291355,Medium,public,unverified,,"2025-08-10 20:45:06"
240,2024-01-20,"Liberty Market","Vehicle Theft",31.513223,74.326999,Medium,public,unverified,,"2025-08-10 20:45:06"
241,2024-11-01,"DHA Phase 6",Burglary,31.456058,74.406467,Medium,predicted,unverified,,"2025-08-10 20:45:06"
242,2024-08-25,"Bahria Orchard","Street Crime",31.408903,74.198941,Medium,public,verified,,"2025-08-10 20:45:06"
243,2024-02-02,Township,Robbery,31.489345,74.269958,Medium,predicted,verified,,"2025-08-10 20:45:06"
244,2024-09-21,"Green Town",Burglary,31.466446,74.298912,Medium,public,unverified,,"2025-08-10 20:45:06"
245,2024-05-06,"DHA Phase 2","Street Crime",31.473882,74.383358,Medium,public,verified,,"2025-08-10 20:45:06"
246,2024-04-15,"Liberty Market","Street Crime",31.515331,74.327916,Medium,predicted,verified,,"2025-08-10 20:45:06"
247,2024-09-23,"Model Town","Vehicle Theft",31.483282,74.317782,Medium,public,verified,,"2025-08-10 20:45:06"
248,2024-08-17,"Johar Town","Street Crime",31.457913,74.297986,Medium,public,unverified,,"2025-08-10 20:45:06"
249,2024-10-14,"Allama Iqbal Town","Street Crime",31.509903,74.339921,Medium,predicted,unverified,,"2025-08-10 20:45:06"
250,2024-09-28,"DHA Phase 6","Street Crime",31.453382,74.406042,Medium,public,verified,,"2025-08-10 20:45:06"
251,2024-06-19,Cantt,Burglary,31.541875,74.330593,Medium,predicted,verified,,"2025-08-10 20:45:06"
252,2024-09-13,"DHA Phase 3","Vehicle Theft",31.470477,74.389505,Medium,public,unverified,,"2025-08-10 20:45:06"
253,2024-02-05,Gulberg,"Violent Crime",31.519421,74.342155,Medium,public,unverified,,"2025-08-10 20:45:06"
254,2024-04-01,"Bahria Orchard",Burglary,31.411984,74.200427,Medium,public,unverified,,"2025-08-10 20:45:06"
255,2024-11-27,Gulberg,"Vehicle Theft",31.522254,74.339994,Medium,public,unverified,,"2025-08-10 20:45:06"
256,2024-09-06,"Garden Town","Vehicle Theft",31.488649,74.288065,Medium,public,unverified,,"2025-08-10 20:45:06"
257,2024-12-10,"Garden Town",Robbery,31.488354,74.290143,Medium,public,verified,,"2025-08-10 20:45:06"
258,2024-02-22,"Iqbal Town","Street Crime",31.506492,74.335806,Medium,predicted,verified,,"2025-08-10 20:45:06"
259,2024-10-23,"Garden Town","Street Crime",31.490693,74.289779,Medium,public,verified,,"2025-08-10 20:45:06"
260,2024-09-06,"Allama Iqbal Town",Robbery,31.511542,74.340351,Medium,public,unverified,,"2025-08-10 20:45:06"
261,2024-07-07,"DHA Phase 5",Robbery,31.459556,74.400483,Medium,public,unverified,,"2025-08-10 20:45:06"
262,2024-04-27,"DHA Phase 3","Vehicle Theft",31.471186,74.390033,Medium,public,verified,,"2025-08-10 20:45:06"
263,2024-07-26,Raiwind,"Street Crime",31.248101,74.220824,Medium,predicted,unverified,,"2025-08-10 20:45:06"
264,2024-01-02,"DHA Phase 2","Vehicle Theft",31.474869,74.383200,Medium,public,unverified,,"2025-08-10 20:45:06"
265,2024-09-12,"DHA Phase 7","Street Crime",31.451190,74.410512,Medium,predicted,unverified,,"2025-08-10 20:45:06"
266,2024-04-13,"Liberty Market",Robbery,31.515721,74.326940,Medium,predicted,verified,,"2025-08-10 20:45:06"
267,2024-12-28,"Bahria Orchard","Street Crime",31.410475,74.201966,Medium,predicted,verified,,"2025-08-10 20:45:06"
268,2024-08-02,"Muslim Town","Street Crime",31.521956,74.308276,Medium,public,unverified,,"2025-08-10 20:45:06"
269,2024-04-03,"Model Town","Street Crime",31.483514,74.314692,Medium,public,verified,,"2025-08-10 20:45:06"
270,2024-01-03,"DHA Phase 6",Burglary,31.455855,74.403979,Medium,public,unverified,,"2025-08-10 20:45:06"
271,2024-03-06,Shahdara,"Street Crime",31.581173,74.371743,Medium,public,verified,,"2025-08-10 20:45:06"
272,2024-05-12,"Bahria Orchard","Vehicle Theft",31.410546,74.200245,Medium,public,unverified,,"2025-08-10 20:45:06"
273,2024-03-07,"DHA Phase 4","Street Crime",31.466957,74.396192,Medium,predicted,unverified,,"2025-08-10 20:45:06"
274,2024-12-05,Gulshan-e-Ravi,"Street Crime",31.550775,74.319369,Medium,predicted,unverified,,"2025-08-10 20:45:06"
275,2024-07-01,"Allama Iqbal Town",Robbery,31.509523,74.338124,Medium,public,verified,,"2025-08-10 20:45:06"
276,2024-04-02,Gulshan-e-Ravi,Robbery,31.549478,74.321036,Medium,predicted,unverified,,"2025-08-10 20:45:06"
277,2024-09-12,"Model Town","Vehicle Theft",31.484683,74.314959,Medium,public,verified,,"2025-08-10 20:45:06"
278,2024-02-02,"DHA Phase 5",Robbery,31.458409,74.401229,Medium,public,unverified,,"2025-08-10 20:45:06"
279,2024-01-19,"Ferozepur Road","Street Crime",31.505210,74.308293,Medium,public,unverified,,"2025-08-10 20:45:06"
280,2024-04-09,"DHA Phase 1","Street Crime",31.481685,74.381192,Medium,public,unverified,,"2025-08-10 20:45:06"
281,2024-09-28,"DHA Phase 3",Burglary,31.468733,74.391739,Medium,predicted,verified,,"2025-08-10 20:45:06"
282,2024-10-23,"Liberty Market",Burglary,31.513459,74.327190,Medium,public,unverified,,"2025-08-10 20:45:06"
283,2024-07-13,Gulshan-e-Ravi,Burglary,31.551325,74.320361,Medium,predicted,unverified,,"2025-08-10 20:45:06"
284,2024-12-01,"DHA Phase 2",Burglary,31.476511,74.384680,Medium,predicted,unverified,,"2025-08-10 20:45:06"
285,2024-04-11,"Johar Town",Burglary,31.455599,74.298299,Medium,predicted,verified,,"2025-08-10 20:45:06"
286,2024-12-20,"Garden Town",Robbery,31.490820,74.291583,Medium,predicted,unverified,,"2025-08-10 20:45:06"
287,2024-09-27,"Green Town","Vehicle Theft",31.466799,74.300231,Medium,public,unverified,,"2025-08-10 20:45:06"
288,2024-08-19,"DHA Phase 4","Street Crime",31.466700,74.395367,Medium,predicted,unverified,,"2025-08-10 20:45:06"
289,2024-09-14,"Green Town","Street Crime",31.466692,74.298511,Medium,public,unverified,,"2025-08-10 20:45:06"
290,2024-03-06,"Muslim Town",Burglary,31.519896,74.309008,Medium,public,unverified,,"2025-08-10 20:45:06"
291,2024-04-05,"DHA Phase 1","Vehicle Theft",31.479441,74.379119,Medium,predicted,verified,,"2025-08-10 20:45:06"
292,2024-01-22,Gulberg,Robbery,31.521411,74.338983,Medium,public,unverified,,"2025-08-10 20:45:06"
293,2024-02-28,"DHA Phase 1","Street Crime",31.479236,74.381598,Medium,public,verified,,"2025-08-10 20:45:06"
294,2024-01-13,"DHA Phase 8","Vehicle Theft",31.445144,74.414574,Medium,predicted,unverified,,"2025-08-10 20:45:06"
295,2024-04-18,"Model Town",Burglary,31.484740,74.317015,Medium,public,unverified,,"2025-08-10 20:45:06"
296,2024-12-10,"Garden Town","Street Crime",31.490948,74.289759,Medium,predicted,verified,,"2025-08-10 20:45:06"
297,2024-11-25,"Liberty Market",Burglary,31.514720,74.328465,Medium,public,unverified,,"2025-08-10 20:45:06"
298,2024-09-27,"DHA Phase 3","Violent Crime",31.468339,74.388360,Medium,public,unverified,,"2025-08-10 20:45:06"
299,2024-10-19,"Johar Town",Burglary,31.454392,74.300209,Medium,public,unverified,,"2025-08-10 20:45:06"
300,2024-09-22,Raiwind,"Violent Crime",31.250217,74.219073,Medium,public,unverified,,"2025-08-10 20:45:06"
301,2024-05-14,"Model Town","Street Crime",31.484631,74.315129,Medium,public,unverified,,"2025-08-10 20:45:06"
302,2024-08-20,Sabzazar,Burglary,31.478768,74.279906,Medium,public,verified,,"2025-08-10 20:45:06"
303,2024-02-18,Gulshan-e-Ravi,"Street Crime",31.550284,74.319375,Medium,public,unverified,,"2025-08-10 20:45:06"
304,2024-03-27,"DHA Phase 1",Robbery,31.481515,74.379869,Medium,public,verified,,"2025-08-10 20:45:06"
305,2024-10-06,"DHA Phase 5",Burglary,31.458868,74.400003,Medium,public,unverified,,"2025-08-10 20:45:06"
306,2024-10-15,"Wapda Town","Street Crime",31.470826,74.289452,Medium,public,verified,,"2025-08-10 20:45:06"
307,2024-06-07,Township,Burglary,31.490083,74.269438,Medium,public,verified,,"2025-08-10 20:45:06"
308,2024-02-12,Cantt,Burglary,31.540333,74.328609,Medium,predicted,verified,,"2025-08-10 20:45:06"
309,2024-11-15,"Iqbal Town","Street Crime",31.505819,74.333353,Medium,predicted,verified,,"2025-08-10 20:45:06"
310,2024-01-10,"DHA Phase 4","Street Crime",31.464797,74.395750,Medium,predicted,verified,,"2025-08-10 20:45:06"
311,2024-10-18,"DHA Phase 3",Robbery,31.469195,74.389519,Medium,predicted,unverified,,"2025-08-10 20:45:06"
312,2024-06-06,Cantt,Robbery,31.541355,74.329366,Medium,predicted,unverified,,"2025-08-10 20:45:06"
313,2024-08-22,Gulshan-e-Ravi,Robbery,31.549445,74.318356,Medium,public,verified,,"2025-08-10 20:45:06"
314,2024-04-25,"Muslim Town","Street Crime",31.518949,74.310169,Medium,public,verified,,"2025-08-10 20:45:06"
315,2024-06-08,Sabzazar,"Street Crime",31.479810,74.280644,Medium,predicted,unverified,,"2025-08-10 20:45:06"
316,2024-06-21,"DHA Phase 4",Burglary,31.465674,74.393346,Medium,public,unverified,,"2025-08-10 20:45:06"
317,2024-06-24,"DHA Phase 2",Robbery,31.474351,74.386706,Medium,public,unverified,,"2025-08-10 20:45:06"
318,2024-04-10,"Bahria Orchard",Burglary,31.408472,74.198884,Medium,predicted,unverified,,"2025-08-10 20:45:06"
319,2024-01-10,"Liberty Market","Violent Crime",31.514556,74.328188,Medium,predicted,unverified,,"2025-08-10 20:45:06"
320,2024-11-13,"DHA Phase 2","Street Crime",31.474887,74.386130,Medium,predicted,unverified,,"2025-08-10 20:45:06"
321,2024-11-17,"Bahria Town Lahore","Vehicle Theft",31.396814,74.187494,Medium,public,verified,,"2025-08-10 20:45:06"
322,2024-04-03,"DHA Phase 8",Robbery,31.445827,74.413702,Medium,public,unverified,,"2025-08-10 20:45:06"
323,2024-02-05,Sabzazar,Robbery,31.478761,74.280901,Medium,public,verified,,"2025-08-10 20:45:06"
324,2024-10-01,Raiwind,Robbery,31.248549,74.221707,Medium,public,verified,,"2025-08-10 20:45:06"
325,2024-03-19,Gulberg,"Street Crime",31.520733,74.339038,Medium,public,verified,,"2025-08-10 20:45:06"
326,2024-08-02,"Bahria Orchard",Burglary,31.409080,74.201939,Medium,public,unverified,,"2025-08-10 20:45:06"
327,2024-12-24,"Iqbal Town",Burglary,31.506105,74.334610,Medium,public,unverified,,"2025-08-10 20:45:06"
328,2024-07-11,Sabzazar,Burglary,31.481498,74.280328,Medium,public,unverified,,"2025-08-10 20:45:06"
329,2024-09-04,"DHA Phase 5","Street Crime",31.461526,74.400510,Medium,public,verified,,"2025-08-10 20:45:06"
330,2024-07-22,Cantt,"Vehicle Theft",31.540696,74.331363,Medium,public,unverified,,"2025-08-10 20:45:06"
331,2024-01-20,"Bahria Orchard","Vehicle Theft",31.411892,74.201553,Medium,public,unverified,,"2025-08-10 20:45:06"
332,2024-04-07,"DHA Phase 3",Robbery,31.470785,74.390462,Medium,public,unverified,,"2025-08-10 20:45:06"
333,2024-04-06,Gulberg,"Vehicle Theft",31.521452,74.339004,Medium,predicted,verified,,"2025-08-10 20:45:06"
334,2024-09-25,Shahdara,"Street Crime",31.578881,74.369808,Medium,public,unverified,,"2025-08-10 20:45:06"
335,2024-08-10,"Green Town","Violent Crime",31.463913,74.298409,Medium,public,unverified,,"2025-08-10 20:45:06"
336,2024-12-26,"Green Town",Burglary,31.463193,74.301702,Medium,public,unverified,,"2025-08-10 20:45:06"
337,2024-06-02,"Muslim Town","Street Crime",31.520104,74.308177,Medium,public,unverified,,"2025-08-10 20:45:06"
338,2024-01-08,"Iqbal Town",Burglary,31.505035,74.336598,Medium,public,unverified,,"2025-08-10 20:45:06"
339,2024-06-06,Sabzazar,"Street Crime",31.479726,74.281518,Medium,public,verified,,"2025-08-10 20:45:06"
340,2024-06-15,"Wapda Town","Violent Crime",31.469265,74.288671,Medium,public,verified,,"2025-08-10 20:45:06"
341,2024-04-22,"Iqbal Town",Burglary,31.505741,74.335965,Medium,public,unverified,,"2025-08-10 20:45:06"
342,2024-06-06,"Bahria Orchard","Street Crime",31.409896,74.201977,Medium,public,verified,,"2025-08-10 20:45:06"
343,2024-04-20,"DHA Phase 3",Robbery,31.471286,74.390617,Medium,public,unverified,,"2025-08-10 20:45:06"
344,2024-05-07,"Ferozepur Road","Street Crime",31.504042,74.310093,Medium,public,unverified,,"2025-08-10 20:45:06"
345,2024-11-03,"Johar Town",Burglary,31.456197,74.298010,Medium,public,verified,,"2025-08-10 20:45:06"
346,2024-10-14,Sabzazar,"Vehicle Theft",31.479112,74.279622,Medium,public,verified,,"2025-08-10 20:45:06"
347,2024-05-16,"Bahria Town Lahore",Robbery,31.396915,74.189915,Medium,public,verified,,"2025-08-10 20:45:06"
348,2024-01-09,"Bahria Orchard","Street Crime",31.410874,74.198098,Medium,public,verified,,"2025-08-10 20:45:06"
349,2024-05-23,"DHA Phase 8",Robbery,31.444577,74.413238,Medium,public,verified,,"2025-08-10 20:45:06"
350,2024-08-15,Gulshan-e-Ravi,"Street Crime",31.550053,74.319954,Medium,predicted,unverified,,"2025-08-10 20:45:06"
351,2024-06-13,"Model Town",Robbery,31.481904,74.315782,Medium,public,unverified,,"2025-08-10 20:45:06"
352,2024-11-09,Sabzazar,Burglary,31.478542,74.278354,Medium,predicted,unverified,,"2025-08-10 20:45:06"
353,2024-10-02,"Johar Town","Street Crime",31.455262,74.297427,Medium,public,verified,,"2025-08-10 20:45:06"
354,2024-08-25,Shadman,"Vehicle Theft",31.529633,74.320610,Medium,public,verified,,"2025-08-10 20:45:06"
355,2024-08-18,"DHA Phase 6","Vehicle Theft",31.454531,74.406218,Medium,public,unverified,,"2025-08-10 20:45:06"
356,2024-02-09,Sabzazar,"Vehicle Theft",31.479667,74.280733,Medium,public,unverified,,"2025-08-10 20:45:06"
357,2024-12-01,"Liberty Market",Burglary,31.515783,74.326901,Medium,predicted,unverified,,"2025-08-10 20:45:06"
358,2024-04-23,Gulshan-e-Ravi,Robbery,31.550080,74.321766,Medium,public,verified,,"2025-08-10 20:45:06"
359,2024-03-25,"DHA Phase 6",Robbery,31.455754,74.404589,Medium,predicted,unverified,,"2025-08-10 20:45:06"
360,2024-01-20,"DHA Phase 2",Robbery,31.473371,74.384676,Medium,predicted,unverified,,"2025-08-10 20:45:06"
361,2024-05-18,"Bahria Town Lahore",Burglary,31.400178,74.187968,Medium,predicted,unverified,,"2025-08-10 20:45:06"
362,2024-01-04,"Muslim Town","Vehicle Theft",31.521626,74.311700,Medium,predicted,unverified,,"2025-08-10 20:45:06"
363,2024-11-02,"Bahria Town Lahore",Burglary,31.399354,74.188040,Medium,public,verified,,"2025-08-10 20:45:06"
364,2024-08-04,"Iqbal Town","Street Crime",31.505735,74.334323,Medium,public,unverified,,"2025-08-10 20:45:06"
365,2024-04-03,"Ferozepur Road","Street Crime",31.504296,74.311586,Medium,public,verified,,"2025-08-10 20:45:07"
366,2024-10-18,"Muslim Town",Burglary,31.520702,74.310988,Medium,public,unverified,,"2025-08-10 20:45:07"
367,2024-02-07,"Model Town","Street Crime",31.485252,74.316186,Medium,public,unverified,,"2025-08-10 20:45:07"
368,2024-10-13,Gulberg,Robbery,31.518421,74.341543,Medium,public,unverified,,"2025-08-10 20:45:07"
369,2024-08-01,"DHA Phase 6",Robbery,31.455071,74.404750,Medium,public,verified,,"2025-08-10 20:45:07"
370,2024-01-16,"DHA Phase 3",Robbery,31.471791,74.391941,Medium,predicted,unverified,,"2025-08-10 20:45:07"
371,2024-09-13,"DHA Phase 4","Violent Crime",31.466937,74.395381,Medium,public,unverified,,"2025-08-10 20:45:07"
372,2024-08-14,"DHA Phase 5","Violent Crime",31.460394,74.401187,Medium,predicted,unverified,,"2025-08-10 20:45:07"
373,2024-04-28,"Ferozepur Road","Violent Crime",31.504656,74.311013,Medium,predicted,verified,,"2025-08-10 20:45:07"
374,2024-07-22,Gulberg,Robbery,31.518542,74.340944,Medium,public,unverified,,"2025-08-10 20:45:07"
375,2024-01-13,"Liberty Market","Vehicle Theft",31.513054,74.327975,Medium,predicted,unverified,,"2025-08-10 20:45:07"
376,2024-05-05,"Bahria Orchard","Vehicle Theft",31.408610,74.199235,Medium,public,unverified,,"2025-08-10 20:45:07"
377,2024-02-17,"DHA Phase 8",Burglary,31.445203,74.416021,Medium,public,unverified,,"2025-08-10 20:45:07"
378,2024-10-17,"Green Town","Vehicle Theft",31.463455,74.300950,Medium,public,unverified,,"2025-08-10 20:45:07"
379,2024-06-08,"DHA Phase 4",Burglary,31.463859,74.395593,Medium,public,unverified,,"2025-08-10 20:45:07"
380,2024-10-06,"Model Town","Vehicle Theft",31.484371,74.314945,Medium,public,verified,,"2025-08-10 20:45:07"
381,2024-07-12,"Johar Town","Street Crime",31.454222,74.299410,Medium,public,unverified,,"2025-08-10 20:45:07"
382,2024-09-25,"Iqbal Town","Vehicle Theft",31.506028,74.335720,Medium,public,unverified,,"2025-08-10 20:45:07"
383,2024-05-15,Township,"Street Crime",31.488098,74.268044,Medium,public,unverified,,"2025-08-10 20:45:07"
384,2024-12-08,"DHA Phase 4",Burglary,31.463177,74.395837,Medium,public,unverified,,"2025-08-10 20:45:07"
385,2024-01-23,"DHA Phase 6","Vehicle Theft",31.453120,74.405917,Medium,public,verified,,"2025-08-10 20:45:07"
386,2024-07-08,"Model Town","Vehicle Theft",31.484324,74.314583,Medium,public,unverified,,"2025-08-10 20:45:07"
387,2024-02-23,"DHA Phase 2","Street Crime",31.473367,74.385414,Medium,predicted,unverified,,"2025-08-10 20:45:07"
388,2024-12-15,"Bahria Town Lahore","Street Crime",31.396614,74.188052,Medium,public,unverified,,"2025-08-10 20:45:07"
389,2024-02-12,"Iqbal Town",Robbery,31.505523,74.334056,Medium,predicted,unverified,,"2025-08-10 20:45:07"
390,2024-01-16,"DHA Phase 3",Robbery,31.469341,74.391459,Medium,predicted,unverified,,"2025-08-10 20:45:07"
391,2024-03-27,"DHA Phase 3",Robbery,31.468380,74.389710,Medium,public,unverified,,"2025-08-10 20:45:07"
392,2024-03-14,Shadman,"Vehicle Theft",31.531630,74.319956,Medium,public,unverified,,"2025-08-10 20:45:07"
393,2024-01-14,"Muslim Town","Street Crime",31.521290,74.309023,Medium,predicted,unverified,,"2025-08-10 20:45:07"
394,2024-01-11,"Green Town","Violent Crime",31.464688,74.300040,Medium,predicted,unverified,,"2025-08-10 20:45:07"
395,2024-05-01,Shadman,Burglary,31.530601,74.320936,Medium,public,unverified,,"2025-08-10 20:45:07"
396,2024-03-24,"DHA Phase 1","Vehicle Theft",31.479085,74.378250,Medium,public,verified,,"2025-08-10 20:45:07"
397,2024-12-11,"Muslim Town",Robbery,31.518051,74.309575,Medium,public,verified,,"2025-08-10 20:45:07"
398,2024-09-02,Shahdara,"Violent Crime",31.578905,74.371541,Medium,public,unverified,,"2025-08-10 20:45:07"
399,2024-12-01,Sabzazar,Robbery,31.478480,74.281248,Medium,public,verified,,"2025-08-10 20:45:07"
400,2024-07-08,"Liberty Market",Robbery,31.514223,74.326169,Medium,predicted,verified,,"2025-08-10 20:45:07"
401,2024-04-17,"Ferozepur Road",Burglary,31.506858,74.308295,Medium,public,unverified,,"2025-08-10 20:45:07"
402,2024-11-19,Township,Robbery,31.490557,74.271746,Medium,predicted,unverified,,"2025-08-10 20:45:07"
403,2024-09-28,"Ferozepur Road","Violent Crime",31.504349,74.308590,Medium,public,verified,,"2025-08-10 20:45:07"
404,2024-04-17,Shadman,Burglary,31.531841,74.320864,Medium,public,verified,,"2025-08-10 20:45:07"
405,2024-06-02,Gulberg,Robbery,31.521153,74.340806,Medium,public,verified,,"2025-08-10 20:45:07"
406,2024-07-05,"Liberty Market","Vehicle Theft",31.516279,74.328365,Medium,predicted,verified,,"2025-08-10 20:45:07"
407,2024-03-24,"Liberty Market",Robbery,31.516647,74.328124,Medium,predicted,unverified,,"2025-08-10 20:45:07"
408,2024-07-15,"DHA Phase 2",Robbery,31.476751,74.383358,Medium,public,verified,,"2025-08-10 20:45:07"
409,2024-03-25,Gulshan-e-Ravi,"Vehicle Theft",31.551119,74.318466,Medium,public,unverified,,"2025-08-10 20:45:07"
410,2024-10-27,"DHA Phase 8",Burglary,31.443532,74.415581,Medium,public,unverified,,"2025-08-10 20:45:07"
411,2024-07-24,Gulberg,Robbery,31.521344,74.341130,Medium,public,unverified,,"2025-08-10 20:45:07"
412,2024-07-19,"Liberty Market",Burglary,31.515314,74.328691,Medium,public,unverified,,"2025-08-10 20:45:07"
413,2024-07-12,"Wapda Town","Vehicle Theft",31.471548,74.291209,Medium,public,verified,,"2025-08-10 20:45:07"
414,2024-06-23,"Johar Town","Street Crime",31.457920,74.301228,Medium,public,unverified,,"2025-08-10 20:45:07"
415,2024-01-26,"Liberty Market","Street Crime",31.513624,74.328981,Medium,public,unverified,,"2025-08-10 20:45:07"
